iter	Logloss
267	0.00735823049
268	0.007355123836
269	0.007345436725
270	0.007331747208
271	0.007328121366
272	0.007325417165
273	0.007314873371
274	0.007308653002
275	0.007305416905
276	0.007298595917
277	0.007294695654
278	0.007291370593
279	0.007277318633
280	0.007270656273
281	0.007255882251
282	0.007252287476
283	0.007250536453
284	0.007245648651
285	0.007242772172
286	0.007233379722
287	0.007221514188
288	0.00721857887
289	0.007213901474
290	0.007207154386
291	0.00719540794
292	0.007189775953
293	0.007186027729
294	0.007173935314
295	0.007171706055
296	0.007168729315
297	0.007165981339
298	0.007162628977
299	0.007156904261
300	0.0071537929
301	0.007141931131
302	0.007138623487
303	0.007135990362
304	0.0071341066
305	0.007131765313
306	0.007112748826
307	0.007107291471
308	0.007104291667
309	0.007102319413
310	0.007091286555
311	0.007089164617
312	0.007082156288
313	0.007076553014
314	0.007074311517
315	0.007065357293
316	0.007062775475
317	0.007060093868
318	0.00705276546
319	0.007038518158
320	0.007035885975
321	0.007026567896
322	0.007024860178
323	0.007022143268
324	0.007014495251
325	0.007003688803
326	0.006999017996
327	0.006996422999
328	0.00699153755
329	0.006987257899
330	0.006972056478
331	0.006959818615
332	0.006956122168
333	0.006952889365
334	0.006950336731
335	0.006945923871
336	0.006944108361
337	0.006942002426
338	0.0069403093
339	0.006937536376
340	0.006934393478
341	0.006924410293
342	0.006921163369
343	0.006916214846
344	0.006913209865
345	0.006909920577
346	0.006908620961
347	0.006906542797
348	0.006896675877
349	0.006893893539
350	0.006891819141
351	0.006879483843
352	0.006869985484
353	0.006867096296
354	0.006865685593
355	0.006862800171
356	0.006860237652
357	0.006848599468
358	0.006843610935
359	0.006839731854
360	0.006834589401
361	0.006830968266
362	0.006826249918
363	0.006815688236
364	0.00681143165
365	0.006809247108
366	0.006806472301
367	0.006802335274
368	0.006799020568
369	0.006791632851
370	0.006789218134
371	0.006779192115
372	0.00677404872
373	0.006770186114
374	0.006765384451
375	0.006761724248
376	0.006759524172
377	0.006757449304
378	0.006755182388
379	0.006747102264
380	0.006742001703
381	0.006740471912
382	0.006738857393
383	0.006737757355
384	0.006731951678
385	0.006727589183
386	0.00672587158
387	0.006723931804
388	0.00670535778
389	0.006703323393
390	0.006700096709
391	0.006697908401
392	0.006693478124
393	0.006690165302
394	0.006688351204
395	0.006682395843
396	0.006680008427
397	0.006674789719
398	0.006672786398
399	0.006659139245
400	0.006642930514
401	0.006640280915
402	0.006638347729
403	0.00663540441
404	0.006632294461
405	0.00662952342
406	0.006621457887
407	0.006614418492
408	0.006611756655
409	0.006609528337
410	0.0066077679
411	0.006604641476
412	0.00660240751
413	0.006599496199
414	0.006597143614
415	0.006595774333
416	0.00659240785
417	0.006590460543
418	0.006587183023
419	0.006579698812
420	0.00657758817
421	0.006574732873
422	0.006564142478
423	0.006560232331
424	0.006558310913
425	0.006556741582
426	0.006552195041
427	0.00654531851
428	0.006532373178
429	0.006526127391
430	0.006524168787
431	0.006522258195
432	0.006519676378
433	0.006518164944
434	0.006510562585
435	0.006507751534
436	0.00650139325
437	0.006499366393
438	0.006496579819
439	0.00649412368
440	0.006492287459
441	0.006490683767
442	0.006487072517
443	0.006484636147
444	0.006473865943
445	0.006469486974
446	0.006462282832
447	0.006460568524
448	0.006454182938
449	0.006448506234
450	0.006428453725
451	0.006425242104
452	0.006423472253
453	0.006421336193
454	0.006419571049
455	0.006418133986
456	0.006416045938
457	0.006409894293
458	0.00640311661
459	0.006400601162
460	0.006398218453
461	0.006396406238
462	0.006390808613
463	0.006389377198
464	0.006387199716
465	0.006383394536
466	0.006380118899
467	0.006379209497
468	0.006376970824
469	0.006374626712
470	0.006372365915
471	0.006366229333
472	0.006363221056
473	0.006362003813
474	0.006355802744
475	0.006354411339
476	0.006352708328
477	0.006351094751
478	0.006349838439
479	0.006344103368
480	0.006342439896
481	0.006326643973
482	0.006325376835
483	0.006323353274
484	0.006320919728
485	0.006318916878
486	0.006316618425
487	0.006314340683
488	0.006312994466
489	0.00631138842
490	0.0063083905
491	0.006305886819
492	0.006301053619
493	0.006289397077
494	0.006288255617
495	0.006275611066
496	0.006273884049
497	0.006254702815
498	0.006253003099
499	0.006251451655
500	0.006249479871
501	0.006247450661
502	0.006245925576
503	0.006241725475
504	0.006240216394
505	0.006238815105
506	0.006232067076
507	0.00622868506
508	0.006223554845
509	0.006216491915
510	0.006211821108
511	0.00620320485
512	0.006200702111
513	0.006199566771
514	0.00618668263
515	0.006185023865
516	0.006183310028
517	0.006172954986
518	0.00617015382
519	0.006168364199
520	0.0061673503
521	0.006165416643
522	0.006162415898
523	0.006161025906
524	0.006158632841
525	0.006155087961
526	0.006153512982
527	0.00614632249
528	0.006145032758
529	0.006138041375
530	0.006136875438
531	0.006135428491
532	0.006133590387
533	0.006131959865
534	0.006129464657
535	0.006120431355
536	0.006111170232
537	0.00610247725
538	0.006100840608
539	0.006099255744
540	0.006093337097
541	0.006091586074
542	0.006089562042
543	0.006083526191
544	0.006080588049
545	0.006078359731
546	0.006076765453
547	0.006075304384
548	0.006069984004
549	0.006066182119
550	0.006064961581
551	0.006063198319
552	0.006060560017
553	0.006058437608
554	0.006057009488
555	0.006053267853
556	0.006052460123
557	0.006050719927
558	0.006045994518
559	0.006043767612
560	0.006042253824
561	0.006037455456
562	0.006036092765
563	0.006032011752
564	0.006027323999
565	0.006023544708
566	0.006022488916
567	0.006018821653
568	0.006009275282
569	0.006006664281
570	0.006005826896
571	0.006004526338
572	0.005999457785
573	0.005995879485
574	0.005994417004
575	0.00598969489
576	0.00598549573
577	0.005982796707
578	0.005979646748
579	0.005975798263
580	0.005969847609
581	0.005966578091
582	0.005965024764
583	0.005963636184
584	0.005959005387
585	0.005951315478
586	0.005947897217
587	0.005944002132
588	0.005939188702
589	0.00593827318
590	0.005935570862
591	0.00593334631
592	0.005930408639
593	0.005925834327
594	0.005921427115
595	0.005918734211
596	0.005913793219
597	0.005908414472
598	0.005901956868
599	0.005899936602
600	0.005898040131
601	0.005897118019
602	0.005895560927
603	0.005893835793
604	0.005889196994
605	0.005887876666
606	0.005885443591
607	0.005884429221
608	0.005881165352
609	0.005878985517
610	0.005876789207
611	0.005873724446
612	0.005869690032
613	0.005866077841
614	0.005864658194
615	0.005863526148
616	0.005861253584
617	0.005854961669
618	0.005852370437
619	0.005850717321
620	0.005848111497
621	0.005846373183
622	0.0058442616
623	0.005842707802
624	0.005839935349
625	0.005838733168
626	0.005836972731
627	0.005836053444
628	0.005833136955
629	0.005825312895
630	0.005823374531
631	0.005821462997
632	0.005819486507
633	0.005816866562
634	0.005814264033
635	0.005813290144
636	0.005807747121
637	0.005805186956
638	0.005804437123
639	0.005798645567
640	0.005796641775
641	0.005794124915
642	0.005790991901
643	0.005789233347
644	0.005786873232
645	0.005785422518
646	0.005782161473
647	0.005776736126
648	0.005774857542
649	0.005772448473
650	0.005770157551
651	0.005768514791
652	0.005766560423
653	0.005764791042
654	0.005762606971
655	0.005758291546
656	0.005756088646
657	0.005754967897
658	0.005751183899
659	0.005748902391
660	0.005748271646
661	0.005747225269
662	0.005745679002
663	0.005744361499
664	0.005741259552
665	0.005739207278
666	0.005738058286
667	0.005736693712
668	0.00573569111
669	0.005730469578
670	0.005729069231
671	0.005724236031
672	0.005722802263
673	0.005720735867
674	0.005719480497
675	0.005718553208
676	0.005715323229
677	0.005714114929
678	0.005712561602
679	0.005710169008
680	0.005708962591
681	0.005707196034
682	0.005705756147
683	0.005704392985
684	0.00569980973
685	0.005698264875
686	0.005696938428
687	0.005689472575
688	0.005686736836
689	0.005684667146
690	0.005683546868
691	0.005682058027
692	0.005680855376
693	0.005680345602
694	0.005677358037
695	0.005676467933
696	0.005674428368
697	0.005670629778
698	0.005669458193
699	0.00566804796
700	0.005666224449
701	0.005663987187
702	0.00566229359
703	0.005660793453
704	0.005659177052
705	0.005657816243
706	0.005642536684
707	0.005640786602
708	0.005639814126
709	0.005624020086
710	0.005622023355
711	0.00562027139
712	0.005617923513
713	0.005615226844
714	0.005613096432
715	0.005604774366
716	0.005602379418
717	0.005598502691
718	0.005596890055
719	0.005595784839
720	0.005594765292
721	0.00559403617
722	0.005592274321
723	0.005589730159
724	0.005586652219
725	0.005583318685
726	0.005581283356
727	0.005579474436
728	0.005578019487
729	0.005574226074
730	0.00557240727
731	0.005570070689
732	0.005569030431
733	0.005568002882
734	0.005566968743
735	0.005552714379
736	0.005551936775
737	0.005550830618
738	0.005537855631
739	0.005532137034
740	0.005530542756
741	0.005527889862
742	0.005522299768
743	0.00552029833
744	0.005518654157
745	0.005516888071
746	0.005515487253
747	0.005512566998
748	0.00551092565
749	0.005505182576
750	0.005502959907
751	0.005500887863
752	0.005499870198
753	0.005498634127
754	0.00549628672
755	0.005494583238
756	0.005492281961
757	0.005489126354
758	0.005487965595
759	0.005486089835
760	0.005484968145
761	0.005483181348
762	0.005481766879
763	0.005480236617
764	0.005473224523
765	0.005471910785
766	0.005468324483
767	0.005466523094
768	0.005464740534
769	0.005462719326
770	0.005461594811
771	0.005459742587
772	0.005458460386
773	0.005457290213
774	0.00545610639
775	0.005454801124
776	0.005453604592
777	0.005446612267
778	0.005444453614
779	0.005443342279
780	0.00544202807
781	0.005436956223
782	0.00542514529
783	0.005423925222
784	0.005423033707
785	0.005422239156
786	0.005413087707
787	0.005411766909
788	0.005409460924
789	0.005408225794
790	0.005407235901
791	0.005405573842
792	0.005404320354
793	0.005402741138
794	0.005401055543
795	0.005399627424
796	0.005398392764
797	0.005396595141
798	0.005395325179
799	0.005394365882
800	0.005392876571
801	0.005392011415
802	0.005388491953
803	0.005386449563
804	0.005384550739
805	0.005380209896
806	0.005378322369
807	0.005376718676
808	0.005375465659
809	0.005374803377
810	0.005373266996
811	0.005372394308
812	0.005371056094
813	0.005369523478
814	0.005368168318
815	0.00536656133
816	0.005365103557
817	0.005363836889
818	0.005362767447
819	0.00536043981
820	0.00535964526
821	0.005357970021
822	0.005356404455
823	0.005355332189
824	0.00535401751
825	0.005352168109
826	0.005351486057
827	0.005350610075
828	0.00534917819
829	0.005347533547
830	0.005345870075
831	0.005343902057
832	0.005342987006
833	0.005341473218
834	0.005340390126
835	0.005338732773
836	0.005337691103
837	0.005336673909
838	0.00533561341
839	0.005331411896
840	0.005330396115
841	0.00532914451
842	0.005327398194
843	0.005325550205
844	0.005322718914
845	0.005319777948
846	0.005318732042
847	0.005317368409
848	0.005316098917
849	0.005315511948
850	0.005314441094
851	0.005313585823
852	0.005312537562
853	0.005311515661
854	0.005306752596
855	0.00530556689
856	0.005304214554
857	0.005302188169
858	0.005301426097
859	0.005300423495
860	0.00529935876
861	0.005291008451
862	0.005289875464
863	0.005286131005
864	0.005284580032
865	0.005283552012
866	0.005282334768
867	0.005281162712
868	0.005275930825
869	0.005274578019
870	0.005273518461
871	0.005272904191
872	0.005271622461
873	0.005270547371
874	0.005269453452
875	0.005268752101
876	0.005268101587
877	0.00526645506
878	0.005265466579
879	0.00526172212
880	0.00526025305
881	0.005257902348
882	0.00525628783
883	0.005255445267
884	0.005254008675
885	0.005252868628
886	0.005251437213
887	0.005250203966
888	0.005248457179
889	0.005247820315
890	0.005246871844
891	0.005245471497
892	0.005244433121
893	0.005243736007
894	0.005242591252
895	0.005241547699
896	0.005237773585
897	0.005236931023
898	0.005234079962
899	0.005232430141
900	0.005231504264
901	0.005230818446
902	0.005229165801
903	0.005227871832
904	0.005218823468
905	0.005216916171
906	0.005214755163
907	0.005213360935
908	0.005211372206
909	0.005209239441
910	0.005207635278
911	0.005206425565
912	0.005205769873
913	0.005204359641
914	0.005203126393
915	0.00520217651
916	0.005200849593
917	0.005199475134
918	0.005198223529
919	0.005197402148
920	0.005196882019
921	0.005194011189
922	0.005192663089
923	0.005191772044
924	0.005190398527
925	0.005189601623
926	0.005188914394
927	0.005187466975
928	0.005186247378
929	0.005184712409
930	0.005183329948
931	0.005181921598
932	0.0051810282
933	0.005179035705
934	0.005178306112
935	0.005172913244
936	0.005170615732
937	0.005169443676
938	0.005166491884
939	0.005165225217
940	0.005164335114
941	0.005158652291
942	0.005157562608
943	0.005155780989
944	0.005153062667
945	0.005152379204
946	0.005151287168
947	0.005144769314
948	0.005143767183
949	0.005142092414
950	0.005140464245
951	0.005139328433
952	0.005137448908
953	0.005136134228
954	0.005135214471
955	0.00513403912
956	0.005132881185
957	0.005131608869
958	0.005130125207
959	0.005129219099
960	0.005128278631
961	0.005127549508
962	0.005124707391
963	0.005123152652
964	0.005122161347
965	0.005120486578
966	0.005119522103
967	0.005118660242
968	0.005116888037
969	0.005115811535
970	0.005114622063
971	0.005113320093
972	0.005112237
973	0.005111585544
974	0.00511054811
975	0.005109458428
976	0.005107660334
977	0.005105773748
978	0.005104361162
979	0.005103392922
980	0.005102116369
981	0.005101567056
982	0.005100791805
983	0.005099300611
984	0.005097868726
985	0.00509630881
986	0.005095324094
987	0.005094258418
988	0.005092207556
989	0.005091054799
990	0.005086844342
991	0.00508458025
992	0.0050829116
993	0.005082021968
994	0.005080802841
995	0.005078834353
996	0.005077634525
997	0.005076369741
998	0.005075510233
999	0.005074158368
